,Unnamed: 0,simpson,inv_simpson
0,22001612560009|GFM-1079-007,0.9823063220180788,56.51736179565178
1,22001612560012|GFM-1079-011,0.9659985413496414,29.410502951744753
2,22001612560014|GFM-1079-016,0.9636392784834308,27.50220452980588
3,22001612560015|GFM-1079-015,0.9468613536947844,18.818695422842367
4,22001612560016|GFM-1079-001,0.984005465899376,62.52135846588903
5,22001612560017|GFM-1079-009,0.9753609172271068,40.58592640064328
6,22001612560020|GFM-1079-003,0.9159112571339032,11.89219824099884
7,22001612560022|GFM-1079-006,0.9858650062534016,70.74640554691781
8,22001612560023|GFM-1079-001,0.9724465029859664,36.29303385667077
9,22001612560027|GFM-1079-003,0.9780123213014978,45.480016954592024
10,22001612560029|GFM-1079-014,0.9815780566335032,54.28308947136683
11,22001612560030|GFM-1079-007,0.9713106479990338,34.85613756512594
12,22001612560031|GFM-1079-012,0.9897250236854804,97.32382531985986
13,22001612560033|GFM-1079-001,0.7380473539617356,3.8174838663547086
14,22001612560040|GFM-1079-011,0.982915357831254,58.532100943229906
15,22001612560041|GFM-1079-011,0.98817746773166,84.58424788384303
16,22001612560042|GFM-1079-006,0.9635874816810618,27.463082647593158
17,22001612560044|GFM-1079-020,0.9825668398032212,57.36194635467047
18,22001612560045|GFM-1079-021,0.9599840410888492,24.99002965842561
19,22001612560049|GFM-1079-008,0.980028444997417,50.0712137773282
20,22001612560051|GFM-1079-007,0.978629366819666,46.79318537553826
21,22001612560054|GFM-1079-002,0.9733573619512566,37.53382071889698
22,22001612560056|GFM-1079-018,0.9639183932697942,27.714952038509097
23,22001612560057|GFM-1079-037,0.9672691127577884,30.55218126535668
24,22001612560058|GFM-1079-023,0.9841871008717802,63.23951047125778
25,22001612560061|GFM-1079-020,0.9754661298147692,40.75997763296199
26,22001612560062|GFM-1079-001,0.9726071870411878,36.505925897555585
27,22001612560065|GFM-1079-001,0.9783772741364511,46.24763807812869
28,22001612560066|GFM-1079-013,0.9800603773053552,50.151400320557315
29,22001612560067|GFM-1079-001,0.9216330836263422,12.760486775209387
30,22001612560068|GFM-1079-008,0.9823942690049516,56.79968643626621
31,22001612560069|GFM-1079-006,0.9780682614220084,45.59602041780201
32,22001612560072|GFM-1079-001,0.9668785863833556,30.191948072454
33,22001612560073|GFM-1079-015,0.9663185674084496,29.689948528224637
34,22001612560076|GFM-1079-006,0.9776615132647238,44.765789726518705
35,22001612560081|GFM-1079-010,0.959780997197514,24.863868577521963
36,22001612560083|GFM-1079-003,0.9792158220815308,48.113521926281315
37,22001612560084|GFM-1079-008,0.955163487478597,22.303251162155934
38,22001612560085|GFM-1079-011,0.9781632488543606,45.79435802196653
39,22001612560086|GFM-1079-001,0.9876215281676748,80.78541628931887
40,22001612560087|GFM-1079-001,0.9718431975202464,35.515396349392255
41,22001612560088|GFM-1079-008,0.9857361692964904,70.10739406448184
42,22001612560092|GFM-1079-011,0.9778631085923902,45.173460970054734
43,22001612560093|GFM-1079-015,0.9862731497183376,72.84992401613724
44,22001612560094|GFM-1079-003,0.9647652704559704,28.381089139633993
45,22001612560095|GFM-1079-003,0.9702410115439394,33.60329271529198
46,22001612560096|GFM-1079-001,0.9689826357637408,32.240005707222615
47,22001612560097|GFM-1079-008,0.9853857766566512,68.42648948944085
48,22001612560098|GFM-1079-001,0.9767878376506716,43.080863598601
49,22001612560099|GFM-1079-003,0.9840811213974694,62.81849525763901
50,22001612560100|GFM-1079-002,0.9795465312973975,48.89146259444797
51,22001612560101|GFM-1079-003,0.8912338140517908,9.194033892814504
52,22001612560104|GFM-1079-003,0.9581207621624136,23.878180493115494
53,22001612560107|GFM-1079-014,0.9581215290490618,23.87861775496836
54,22001612560109|GFM-1079-001,0.9797021879845916,49.26639379854761
55,22001612560113|GFM-1079-003,0.9809941257068558,52.615311696590695
56,22001612560115|GFM-1079-001,0.9531583558246364,21.348524749819738
57,22001612560121|GFM-1079-012,0.9641334730210264,27.881149479185403
58,22001612560122|GFM-1079-026,0.9890144925546464,91.02902209792346
59,22001612560126|GFM-1079-011,0.9837119932907644,61.39486665565914
60,22001612560127|GFM-1079-010,0.9836315021463052,61.0929609386408
61,22001612560131|GFM-1079-004,0.9795067703549252,48.796603430456926
62,22001612560132|GFM-1079-013,0.9836199029857502,61.04969946942644
63,22001612560133|GFM-1079-017,0.9803970192415428,51.012650184262114
64,22001612560135|GFM-1079-012,0.9856895170253868,69.87884348655442
65,22001612560136|GFM-1079-010,0.9863974173089692,73.51545090472985
66,22001612560138|GFM-1079-001,0.955847859253762,22.648958421913125
67,22001612560139|GFM-1079-008,0.988808647396804,89.3547040698565
68,22001612560143|GFM-1079-006,0.9731918529008732,37.30209313990863
69,22001612560146|GFM-1079-008,0.9856957373282008,69.90923076178525
70,22001612560147|GFM-1079-014,0.977912519525187,45.274516536203784
71,22001612560150|GFM-1079-010,0.9865157841328904,74.16078249230493
72,22001612560154|GFM-1079-004,0.991056168487638,111.8089041165208
73,22001612560155|GFM-1079-009,0.9537370996152044,21.61559244410563
74,22001612560156|GFM-1079-007,0.9795098911575356,48.804035531893646
75,22001612560157|GFM-1079-001,0.96647853783304,29.83163428311426
76,22001612560158|GFM-1079-004,0.9788567593620844,47.29643942124588
77,22001612560167|GFM-1079-010,0.9634574730917717,27.365376305567644
78,22001612560168|GFM-1079-001,0.9702491703657808,33.61250803069399
79,22001612560169|GFM-1079-001,0.9522963539295636,20.96275824542758
80,22001612560172|GFM-1079-011,0.9606111732966832,25.387910321172217
81,22001612560174|GFM-1079-010,0.9903814999588144,103.96631446879312
82,22001612560175|GFM-1079-012,0.9734636716128744,37.684188460870914
83,22001612560176|GFM-1079-004,0.9774255358523264,44.297839960159315
84,22001612560178|GFM-1079-003,0.9526349024311688,21.11259242202118
85,22001612560180|GFM-1079-015,0.9771694276654114,43.800916829622636
86,22001612560181|GFM-1079-002,0.9676683731190489,30.929467412268416
87,22001612560183|GFM-1079-015,0.9849359763350284,66.38332641001492
88,22001612560184|GFM-1079-001,0.9731762595390248,37.28040842979595
89,22001612560185|GFM-1079-017,0.988581712856134,87.57880997389465
90,22001612560186|GFM-1079-021,0.9776631855036652,44.76914110398714
91,22001612560191|GFM-1079-024,0.9529349148786976,21.247172876085695
92,22001612560193|GFM-1079-010,0.969056864000572,32.31734495231788
93,22001612560195|GFM-1079-017,0.9720054792559852,35.72127592910482
94,22001612560198|GFM-1079-002,0.9690941538638448,32.35633787842326
95,22001612560200|GFM-1079-015,0.97816627379614,45.80070257651246
96,22001612560201|GFM-1079-002,0.9814082977529438,53.78743628267496
97,22001612560202|GFM-1079-012,0.9800269112241204,50.067368709022475
98,22001612560204|GFM-1079-003,0.9874714420598844,79.81764579609465
99,22001612560206|GFM-1079-008,0.9820847450327432,55.818351557244
100,22001612560207|GFM-1079-009,0.97063258173631,34.051341899413835
101,22001612560208|GFM-1079-001,0.9851448251322432,67.31660912120961
102,22001612560210|GFM-1079-009,0.9836212450373848,61.054701794032425
103,22001612560212|GFM-1079-003,0.9896920688620114,97.01267757936685
104,22001612560213|GFM-1079-003,0.9827339571853256,57.91715048627718
105,22001612560214|GFM-1079-025,0.9610524207019367,25.67553665780012
106,22001612560216|GFM-1079-005,0.9816429011600966,54.474838792405826
107,22001612560218|GFM-1079-002,0.968010681495471,31.26043463096661
108,22001612560221|GFM-1079-011,0.9904493800783908,104.70524512627728
109,22001612560223|GFM-1079-015,0.9807021868715408,51.81934312159241
110,22001612560225|GFM-1079-001,0.982838360281526,58.26949035199312
111,22001612560226|GFM-1079-003,0.9708829063197526,34.34408705008856
112,22001612560227|GFM-1079-001,0.9633792826072574,27.30694730186188
113,22001612560230|GFM-1079-002,0.9816284048722036,54.43185488488097
114,22001612560231|GFM-1079-010,0.9865997688720806,74.62557850338088
115,22001612560239|GFM-1079-010,0.9832359590550483,59.65148876000219
116,22001612560241|GFM-1079-001,0.9699742201999658,33.30471370468325
117,22001612560242|GFM-1079-001,0.9418491849344968,17.196663518362776
118,22001612560243|GFM-1079-001,0.8526440672591757,6.786289370234191
119,22001612560244|GFM-1079-004,0.975169291425868,40.272713000295624
120,22001612560246|GFM-1079-006,0.9839506015504136,62.30763122625132
121,22001612560248|GFM-1079-014,0.9830206130237302,58.894941342557914
122,22001612560255|GFM-1079-001,0.9825662326846248,57.3599487655248
123,22001612560258|GFM-1079-001,0.9864838305225456,73.98545879940677
124,22001612560263|GFM-1079-001,0.9740377288739251,38.517431512209406
125,22001612560265|GFM-1079-003,0.9683162645224032,31.56193500943369
126,22001612560271|GFM-1079-007,0.9805791867741196,51.4911496428681
127,22001612560272|GFM-1079-001,0.9427466872906628,17.466238243309792
128,22001612560274|GFM-1079-008,0.9705372321630408,33.94114244574
129,22001612560276|GFM-1079-001,0.9683456724951242,31.59125714630854
130,22001612560278|GFM-1079-002,0.9740691499240977,38.56410403333844
131,22001612560279|GFM-1079-001,0.9711662496338848,34.681579305589636
132,22001612560281|GFM-1079-003,0.9647027159381184,28.33079163390717
133,22001612560284|GFM-1079-001,0.9810796016145286,52.85300973196623
134,22001612560286|GFM-1079-008,0.9882480852105224,85.09251623364221
135,22001612560288|GFM-1079-003,0.9870311213093308,77.10766858506247
136,22001612560289|GFM-1079-008,0.963722741313652,27.565478655539195
137,22001612560290|GFM-1079-002,0.916837762717059,12.02468852055678
138,22001612560292|GFM-1079-001,0.9658962365405204,29.32227703221521
139,22001612560293|GFM-1079-005,0.9720318090309094,35.754904602344894
140,22001612560294|GFM-1079-012,0.928294793613468,13.945988727923453
141,22001612560297|GFM-1079-006,0.9877109769742336,81.37343366541829
142,22001612560299|GFM-1079-004,0.983283868168159,59.82245235080021
143,22001612560300|GFM-1079-003,0.9809691486347696,52.54625664446161
144,22001612560304|GFM-1079-002,0.9748796425992944,39.808350814782216
145,22001612560305|GFM-1079-008,0.9876991328359992,81.2950816123401
146,22001612560308|GFM-1079-002,0.9807124120268512,51.84681471794971
147,22001612560311|GFM-1079-006,0.9620766510767308,26.36897922763395
148,22001612560312|GFM-1079-003,0.9573708961372448,23.458152046064804
149,22001612560313|GFM-1079-012,0.97683521420361,43.16897245628054
150,22001612560314|GFM-1079-022,0.9754230776504312,40.6885771040224
151,22001612560316|GFM-1079-001,0.968508337674187,31.75443676659527
152,22001612560317|GFM-1079-016,0.9652175099031828,28.75009802968377
153,22001612560319|GFM-1079-004,0.9815608868935444,54.232543302199
154,22001612560320|GFM-1079-003,0.983689103854554,61.3087099006022
