,Unnamed: 0,simpson,inv_simpson
0,10317.000012326,0.94356224,17.718633765762494
1,10317.000054127,0.92706304,13.710469972973913
2,10317.000030973,0.89092096,9.167664108521672
3,10317.000069160,0.9168256,12.022930132348417
4,10317.000059092,0.64014336,2.7788843912953785
5,10317.000003303,0.96364032,27.502992325565017
6,10317.000028859,0.96011264,25.070598806238344
7,10317.000039876,0.77206144,4.3871471329817995
8,10317.000067710,0.8884569600000001,8.965149237460272
9,10317.000003799,0.9180416,12.201311885053883
10,10317.000066634,0.88608896,8.778780353510953
11,10317.000001118,0.94942336,19.77197378078103
12,10317.000004980,0.59744128,2.4841096474074638
13,10317.000022492,0.8933312,9.374812503749924
14,10317.000003432,0.78335744,4.615898187318318
15,10317.000018054,0.84976384,6.656187165593159
16,10317.000065912,0.95157888,20.652145179624103
17,10317.000022155,0.9221696,12.848449962996469
18,10317.000004693,0.94518912,18.244552906284298
19,10317.000045016,0.89540608,9.56078517757055
20,10317.000069061,0.67104896,3.0399660691147234
21,10317.000023880,0.82913792,5.852673688626521
22,10317.000001870,0.9452096,18.251372503212234
23,10317.000026102,0.88578304,8.755267168728704
24,10317.000022965,0.95379712,21.64367242907804
25,10317.000004815,0.90900352,10.989436074889925
26,10317.000012069,0.6184870400000001,2.62114293574719
27,10317.000047409,0.9263936,13.585775149986965
28,10317.000001902,0.97623808,42.08414134884725
29,10317.000033048,0.98408448,62.83175164870532
30,10317.000027604,0.97005824,33.39817031463744
31,10317.000058982,0.95326464,21.397074934268183
32,10317.000014018,0.95071232,20.289045862982416
33,10317.000030365,0.7957056,4.894896776416779
34,10317.000068292,0.92757632,13.80763860659939
35,10317.000001911,0.95918592,24.50134855422444
36,10317.000032753,0.9704,33.78378378378383
37,10317.000062088,0.90610944,10.650698004144404
38,10317.000034183,0.84364672,6.39577244557965
39,10317.000030608,0.89508608,9.531623639646675
40,10317.000012061,0.854912,6.892368769298633
41,10317.000002883,0.91118464,11.259313704296192
42,10317.000059161,0.86054016,7.170523069580462
43,10317.000059045,0.98757632,80.49144858850164
44,10317.000063391,0.7370252799999999,3.802646885601778
45,10317.000034257,0.90745472,10.805521362083518
46,10317.000065378,0.78024448,4.550511404673704
47,10317.000026132,0.9293184,14.147953639985511
48,10317.000047692,0.91005696,11.1181476632322
49,10317.000003092,0.95467008,22.060484554131122
50,10317.000067792,0.95664768,23.066816262659067
51,10317.000026537,0.95731712,23.428597133089436
52,10317.000062144,0.92160896,12.756559933380146
53,10317.000005824,0.84667264,6.521993204604839
54,10317.000033796,0.83184896,5.947034285366298
55,10317.000001565,0.88602112,8.773555241111335
56,10317.000001732,0.96052352,25.331539184851312
57,10317.000027229,0.92395392,13.14992173166585
58,10317.000029613,0.89544832,9.564647837318345
59,10317.000021688,0.87507456,8.004774688005899
60,10317.000023176,0.87678848,8.116124206567696
61,10317.000030323,0.86406144,7.356264477128489
62,10317.000033698,0.91611392,11.920928955078129
63,10317.000029335,0.9702336,33.594925822403816
64,10317.000027835,0.94921984,19.692730389191382
65,10317.000003002,0.80850304,5.222015012666518
66,10317.000066605,0.95058688,20.23754015127967
67,10317.000022959,0.94875008,19.51222558005946
68,10317.000001499,0.58711808,2.42199997519872
69,10317.000036430,0.91988864,12.482624187131519
70,10317.000050045,0.81793152,5.492438888927947
71,10317.000009198,0.87102336,7.753342000535913
72,10317.000067981,0.8267584,5.772285640400458
73,10317.000017316,0.88563968,8.744291726361034
74,10317.000023213,0.9435136,17.703376387944694
75,10317.000014357,0.89865472,9.867257754875217
76,10317.000012155,0.97976704,49.42430568735379
