	simpson
10317.000051552	0.84710656
10317.000010230	0.89862528
10317.000058915	0.90648832
10317.000013116	0.91480192
10317.000009678	0.95610752
10317.000049970	0.94407424
10317.000023671	0.90947456
10317.000007697	0.96017408
10317.000003923	0.96381568
10317.000058884	0.8587392
10317.000003439	0.92522624
10317.000026417	0.93021568
10317.000033258	0.81901056
10317.000030379	0.90055936
10317.000011036	0.94580608
10317.000005801	0.90166016
10317.000028347	0.86948096
10317.000032814	0.93634176
10317.000013031	0.953184
10317.000038007	0.88485504
10317.000052402	0.92074624
10317.000015580	0.92973056
10317.000001798	0.6143500799999999
10317.000011190	0.869408
10317.000046198	0.93865984
10317.000042847	0.68385152
10317.000022090	0.8389504
10317.000016287	0.96487936
10317.000028346	0.95117184
10317.000013908	0.953152
10317.000028287	0.7990630400000001
10317.000002159	0.9302963200000001
10317.000030648	0.9408768
10317.000028249	0.93321984
10317.000027762	0.84652672
10317.000002348	0.88944
10317.000010906	0.7678208
10317.000069162	0.87495168
10317.000036890	0.92428416
10317.000011207	0.9332224
10317.000001934	0.89762432
10317.000003838	0.91655168
10317.000040165	0.90148736
10317.000014540	0.94985216
10317.000016381	0.7974540800000001
10317.000037485	0.95546624
10317.000013655	0.94637312
10317.000001423	0.85542656
10317.000002038	0.77757312
10317.000043143	0.92643328
10317.000028952	0.92661248
10317.000020063	0.8891903999999999
10317.000031388	0.9564672
10317.000002258	0.88518144
10317.000040407	0.93308416
10317.000013005	0.92492672
10317.000029220	0.93830144
10317.000006659	0.93295872
10317.000009236	0.91844352
10317.000039833	0.96805888
10317.000032810	0.94110592
10317.000028430	0.97094912
10317.000044825	0.86329472
10317.000013413	0.9525568
10317.000030601	0.96682496
10317.000003729	0.9115481599999999
10317.000008999	0.8586982400000001
10317.000052342	0.90847232
10317.000028711	0.93850112
10317.000030743	0.84585344
10317.000023619	0.3320844799999999
10317.000059032	0.89254656
10317.000037954	0.951776
10317.000046294	0.94375552
10317.000004286	0.9203136
10317.000029561	0.98044544
10317.000012263	0.90564736
10317.000023164	0.93395072
10317.000042602	0.9647424
10317.000007242	0.95040512
10317.000022685	0.5388595199999999
10317.000021542	0.86317312
10317.000047368	0.9560448
10317.000033382	0.96182528
10317.000029331	0.91609984
10317.000023643	0.7344870400000001
10317.000022659	0.92775808
10317.000038165	0.92310272
10317.000054185	0.97607552
10317.000006951	0.96847616
10317.000029987	0.95062016
10317.000040104	0.9523712
10317.000033302	0.96498432
10317.000052243	0.96838784
10317.000028816	0.95551616
10317.000054190	0.43664128
10317.000065980	0.8912102399999999
10317.000001180	0.90288384
10317.000010783	0.94606464
10317.000031331	0.84627584
10317.000023382	0.93467648
10317.000021999	0.93930112
10317.000005013	0.90109568
10317.000036151	0.94982784
10317.000021991	0.9257907200000001
10317.000036848	0.93488384
10317.000028647	0.73905536
10317.000050265	0.9527129599999999
10317.000068134	0.92570368
10317.000015596	0.91547904
10317.000020682	0.9657254399999999
10317.000058480	0.96506112
10317.000027326	0.9445824
10317.000013327	0.923552
10317.000006926	0.9108736
10317.000033188	0.95639296
10317.000015065	0.95030528
10317.000043158	0.95812736
10317.000020511	0.9606399999999999
10317.000010556	0.78911744
10317.000006756	0.7236672000000001
10317.000030442	0.8380761600000001
10317.000046194	0.84905856
10317.000023733	0.9205248
10317.000023157	0.94076288
10317.000012307	0.86828032
10317.000069155	0.95741568
10317.000022950	0.9104768
10317.000030080	0.89414016
10317.000027324	0.7789632
10317.000002359	0.9399232
10317.000033697	0.92259072
10317.000030085	0.9483174400000001
10317.000023808	0.9584192
10317.000011394	0.96814592
10317.000010960	0.9355328
10317.000035482	0.91922048
10317.000035483	0.94713472
10317.000029597	0.91158528
10317.000003453	0.9516992
10317.000020545	0.93732352
10317.000017367	0.83108224
10317.000058989	0.92404992
10317.000035460	0.68750336
10317.000031810	0.9441088
10317.000025989	0.94128256
10317.000027857	0.89837952
10317.000009398	0.96327424
10317.000002520	0.88308736
10317.000051159	0.94239616
10317.000017176	0.91583104
10317.000017666	0.9257472
10317.000044302	0.8707712000000001
10317.000065321	0.96283008
10317.000002606	0.90776064
10317.000020348	0.9582976
10317.000042778	0.62973824
10317.000002683	0.72454784
10317.000002073	0.93846912
10317.000012356	0.46598271999999996
10317.000010881	0.22968064
10317.000041690	0.92723072
10317.000048333	0.96083072
10317.000003922	0.95922688
10317.000022526	0.91499008
10317.000006645	0.8344307200000001
10317.000022670	0.89202048
10317.000012276	0.92555776
10317.000003411	0.91947136
10317.000022174	0.9411648
10317.000043200	0.98577152
10317.000033471	0.91336576
10317.000032893	0.97394048
10317.000021315	0.7786483200000001
10317.000005660	0.85523712
10317.000007679	0.93951232
10317.000058946	0.8590502400000001
10317.000001302	0.91041536
10317.000038199	0.89843328
10317.000046114	0.94302336
10317.000032961	0.8256
10317.000006049	0.9557222400000001
10317.000020491	0.95146496
10317.000031412	0.6715622400000001
10317.000031524	0.9281292800000001
10317.000020085	0.75876608
10317.000012335	0.91187584
10317.000014899	0.96405888
10317.000020731	0.96952064
10317.000046295	0.79938816
10317.000022918	0.95297664
10317.000023713	0.91390592
10317.000028456	0.65800704
10317.000016716	0.96101888
10317.000012369	0.87409408
10317.000029377	0.9602368
10317.000032741	0.97398528
10317.000004812	0.9081472
10317.000028511	0.96988672
10317.000034148	0.9538688
10317.000009138	0.95265152
10317.000046179	0.91119744
10317.000020397	0.96252288
10317.000013720	0.94338944
10317.000046403	0.85827712
10317.000052523	0.94121856
10317.000031321	0.8857408
10317.000046285	0.92985856
10317.000011935	0.94386816
10317.000003577	0.94883968
10317.000013832	0.93869824
10317.000020431	0.96973056
10317.000013675	0.8330137599999999
10317.000013704	0.9374848
10317.000004283	0.6638515199999999
10317.000022633	0.96961408
10317.000041155	0.77551232
10317.000020730	0.8966131199999999
10317.000047179	0.97620096
10317.000028718	0.9230464
10317.000050163	0.82641408
10317.000059065	0.8633216
10317.000013281	0.94852352
10317.000052240	0.9053696
10317.000007678	0.67868544
10317.000017118	0.90228608
10317.000003937	0.96995584
10317.000058379	0.88844288
10317.000046380	0.8814489600000001
10317.000034191	0.97104384
10317.000015835	0.90235776
10317.000013139	0.9496896
10317.000030071	0.94016384
10317.000042612	0.9511232000000001
10317.000036041	0.95759232
10317.000037927	0.96600064
10317.000013763	0.962368
10317.000048364	0.95010304
10317.000058494	0.85485952
10317.000001826	0.8442291199999999
10317.000011295	0.9530944
10317.000058319	0.89302784
10317.000002468	0.97275392
10317.000058471	0.9573696
10317.000002498	0.94197248
10317.000013041	0.83058304
10317.000036882	0.92727808
10317.000046256	0.9144
10317.000026633	0.94461952
10317.000052380	0.80604544
10317.000058746	0.93032064
10317.000012292	0.8874112
10317.000009447	0.89330944
10317.000023650	0.5495232000000001
10317.000023378	0.88429952
10317.000010961	0.92440192
10317.000022977	0.91536896
10317.000043164	0.92236032
10317.000018290	0.93382144
10317.000066908	0.93528192
10317.000023322	0.9377958399999999
10317.000013001	0.93871488
10317.000039645	0.71755904
10317.000020341	0.93511296
10317.000067922	0.95462912
10317.000033232	0.95322112
10317.000031514	0.97134976
10317.000030483	0.9566912
10317.000029329	0.6951948800000001
10317.000016752	0.87223936
10317.000028736	0.8546969600000001
10317.000027716	0.9040128000000001
10317.000036072	0.91872512
10317.000023984	0.92557568
10317.000046209	0.97970176
10317.000060334	0.9507072
10317.000006733	0.9475161599999999
10317.000014435	0.8195366399999999
10317.000029607	0.96694528
10317.000037516	0.94825728
10317.000030317	0.91883648
10317.000047667	0.93724672
10317.000028537	0.8798208
10317.000028513	0.98166272
10317.000066625	0.92871552
10317.000029163	0.9275507199999999
10317.000047705	0.9660672
10317.000029264	0.93647616
10317.000005805	0.93767296
10317.000023044	0.94922496
10317.000028489	0.96120576
10317.000009485	0.94870656
10317.000027671	0.82717824
10317.000018082	0.93295104
10317.000032958	0.97046144
10317.000022098	0.97026944
10317.000002330	0.75276928
10317.000033116	0.8505408
10317.000017734	0.9263616
10317.000039726	0.9395264
10317.000009445	0.9590592
10317.000001734	0.96117248
10317.000001688	0.91163648
10317.000040192	0.93691392
10317.000003809	0.95278336
10317.000001544	0.86292736
10317.000044324	0.97454336
10317.000020449	0.93057408
10317.000002793	0.93178368
10317.000033672	0.82984448
10317.000069701	0.91607808
10317.000004699	0.89047168
10317.000004656	0.93163008
10317.000027245	0.95647104
10317.000032868	0.941504
10317.000001919	0.91993856
10317.000058877	0.95268736
