	simpson
22001612560227|GFM-1079-001	0.9633792826072574
22001612560230|GFM-1079-002	0.9816284048722035
22001612560231|GFM-1079-010	0.9865997688720806
22001612560239|GFM-1079-010	0.9832359590550485
22001612560241|GFM-1079-001	0.9699742201999658
22001612560242|GFM-1079-001	0.9418491849344969
22001612560243|GFM-1079-001	0.8526440672591757
22001612560244|GFM-1079-004	0.9751692914258681
22001612560246|GFM-1079-006	0.9839506015504137
22001612560248|GFM-1079-014	0.9830206130237302
22001612560255|GFM-1079-001	0.9825662326846248
22001612560258|GFM-1079-001	0.9864838305225455
22001612560263|GFM-1079-001	0.9740377288739251
22001612560265|GFM-1079-003	0.9683162645224033
22001612560271|GFM-1079-007	0.9805791867741195
22001612560272|GFM-1079-001	0.9427466872906629
22001612560274|GFM-1079-008	0.9705372321630407
22001612560276|GFM-1079-001	0.9683456724951242
22001612560278|GFM-1079-002	0.9740691499240977
22001612560279|GFM-1079-001	0.9711662496338849
22001612560281|GFM-1079-003	0.9647027159381184
22001612560284|GFM-1079-001	0.9810796016145286
22001612560286|GFM-1079-008	0.9882480852105223
22001612560288|GFM-1079-003	0.9870311213093307
22001612560289|GFM-1079-008	0.963722741313652
22001612560290|GFM-1079-002	0.916837762717059
22001612560292|GFM-1079-001	0.9658962365405203
22001612560293|GFM-1079-005	0.9720318090309094
22001612560294|GFM-1079-012	0.9282947936134681
22001612560297|GFM-1079-006	0.9877109769742337
22001612560299|GFM-1079-004	0.983283868168159
22001612560300|GFM-1079-003	0.9809691486347695
22001612560304|GFM-1079-002	0.9748796425992944
22001612560305|GFM-1079-008	0.9876991328359992
22001612560308|GFM-1079-002	0.9807124120268511
22001612560311|GFM-1079-006	0.9620766510767309
22001612560312|GFM-1079-003	0.9573708961372447
22001612560313|GFM-1079-012	0.9768352142036099
22001612560314|GFM-1079-022	0.9754230776504312
22001612560316|GFM-1079-001	0.968508337674187
22001612560317|GFM-1079-016	0.9652175099031828
22001612560319|GFM-1079-004	0.9815608868935445
22001612560320|GFM-1079-003	0.9836891038545539
22001612560322|GFM-1079-007	0.9872525917826317
22001612560323|GFM-1079-018	0.9842320063455183
22001612560324|GFM-1079-004	0.9425046706459101
22001612560325|GFM-1079-023	0.9836125003993536
22001612560328|GFM-1079-001	0.9825226586113177
22001612560329|GFM-1079-002	0.9722500308871586
22001612560331|GFM-1079-021	0.9626059839345023
22001612560338|GFM-1079-003	0.9817317961040762
22001612560339|GFM-1079-006	0.9769753946921932
22001612560340|GFM-1079-001	0.9812696190840466
22001612560341|GFM-1079-002	0.9862944947300482
22001612560342|GFM-1079-001	0.9746287854556794
22001612560343|GFM-1079-008	0.9462683053379853
22001612560345|GFM-1079-003	0.953478126254562
22001612560346|GFM-1079-012	0.9702131160421082
22001612560347|GFM-1079-027	0.9751524412220128
22001612560348|GFM-1079-001	0.9380729179151319
22001612560349|GFM-1079-008	0.9876505100922576
22001612560353|GFM-1079-016	0.9731773566129799
22001612560356|GFM-1079-014	0.9817383039893832
22001612560357|GFM-1079-001	0.9765163278235706
22001612560359|GFM-1079-005	0.9767590367965474
22001612560361|GFM-1079-009	0.9885345493272649
22001612560363|GFM-1079-007	0.9802408086917698
22001612560365|GFM-1079-015	0.9577819473807223
22001612560366|GFM-1079-010	0.9802170884616903
22001612560367|GFM-1079-001	0.9248093044482424
22001612560368|GFM-1079-003	0.9286192825265213
22001612560374|GFM-1079-009	0.9791764765359926
22001612560375|GFM-1079-010	0.9660076694309966
22001612560376|GFM-1079-009	0.9734362447639948
22001612560377|GFM-1079-016	0.9609164048339017
22001612560378|GFM-1079-022	0.9785833110159555
22001612560380|GFM-1079-013	0.9824544696068416
22001612560381|GFM-1079-004	0.9727654213196161
22001612560382|GFM-1079-017	0.979136811454351
22001612560386|GFM-1079-009	0.9790244093043609
22001612560387|GFM-1079-008	0.9439284276620509
22001612560388|GFM-1079-013	0.9834895216043392
22001612560389|GFM-1079-008	0.9768513614280375
22001612560390|GFM-1079-001	0.9790107651127435
22001612560391|GFM-1079-005	0.9795284029491287
22001612560392|GFM-1079-016	0.9620896774985482
22001612560393|GFM-1079-003	0.9810530055595181
22001612560394|GFM-1079-012	0.9737775199736826
22001612560395|GFM-1079-003	0.9849054286835386
22001612560396|GFM-1079-004	0.9889455473147254
22001612560397|GFM-1079-006	0.9731309386683521
22001612560398|GFM-1079-003	0.9900326943482888
22001612560400|GFM-1079-001	0.9288747622924327
22001612560402|GFM-1079-003	0.9745692558796067
22001612560403|GFM-1079-015	0.9837224953773643
22001612560405|GFM-1079-007	0.9758639735659711
22001612560407|GFM-1079-007	0.984654507632703
22001612560408|GFM-1079-003	0.9859460299580328
22001612560410|GFM-1079-007	0.9770822156115765
22001612560411|GFM-1079-008	0.9846423652607719
22001612560412|GFM-1079-014	0.9681091518713507
22001612560414|GFM-1079-008	0.9827905683316533
22001612560416|GFM-1079-006	0.9735790667510335
22001612560417|GFM-1079-016	0.9737881179211136
22001612560419|GFM-1079-008	0.9825452072090178
22001612560421|GFM-1079-011	0.7880116167776458
22001612560422|GFM-1079-019	0.9760944336549825
22001612560423|GFM-1079-012	0.9852658334546195
22001612560424|GFM-1079-012	0.9645140937762521
22001612560425|GFM-1079-012	0.9851610788687052
22001612560429|GFM-1079-005	0.9728798258958545
22001612560430|GFM-1079-001	0.9714196843687343
22001612560432|GFM-1079-018	0.9884088544753713
22001612560433|GFM-1079-001	0.9528980404123595
22001612560434|GFM-1079-010	0.9790555534232438
22001612560436|GFM-1079-014	0.9866851702213292
22001612560438|GFM-1079-018	0.9894806637759691
22001612560439|GFM-1079-010	0.9710472117841464
22001612560440|GFM-1079-013	0.9707157676352415
22001612560443|GFM-1079-026	0.9894072556818032
22001612560447|GFM-1079-002	0.9736030000051819
22001612560448|GFM-1079-001	0.9437884814999433
22001612560449|GFM-1079-007	0.9819927718909671
22001612560450|GFM-1079-012	0.9917872777435345
22001612560451|GFM-1079-001	0.9891608294388229
22001612560454|GFM-1079-001	0.968846864873385
22001612560458|GFM-1079-003	0.9893940801431377
22001612560459|GFM-1079-013	0.9539667182591435
22001612560460|GFM-1079-002	0.9766732200503643
22001612560462|GFM-1079-012	0.9751133939101713
22001612560463|GFM-1079-024	0.9337474322411576
22001612560464|GFM-1079-010	0.9760817906764893
22001612560465|GFM-1079-001	0.9880257200361316
22001612560467|GFM-1079-020	0.9752955294891376
22001612560468|GFM-1079-018	0.9726137268801051
22001612560469|GFM-1079-001	0.9597506838725
22001612560472|GFM-1079-018	0.9458578186082904
22001612560474|GFM-1079-002	0.9596463233811133
22001612560476|GFM-1079-005	0.9486726014923753
22001612560477|GFM-1079-001	0.9886349156173585
22001612560479|GFM-1079-012	0.9390088391621361
22001612560480|GFM-1079-012	0.9725249810529736
22001612560481|GFM-1079-015	0.9590904903291626
22001612560482|GFM-1079-015	0.9897942458566912
22001612560483|GFM-1079-008	0.9857671110425079
22001612560484|GFM-1079-001	0.9896935600304941
22001612560485|GFM-1079-017	0.9712307213683575
22001612560487|GFM-1079-008	0.9813029893044503
22001612560488|GFM-1079-002	0.9822483688201165
22001612560489|GFM-1079-008	0.9725489249583255
22001612560490|GFM-1079-005	0.9420245143944598
22001612560491|GFM-1079-006	0.9816417721325311
22001612560493|GFM-1079-003	0.9863035908577931
22001612560494|GFM-1079-007	0.9663489659430912
22001612560497|GFM-1079-008	0.9863612884268725
22001612560498|GFM-1079-023	0.9823709854742136
22001612560499|GFM-1079-018	0.9712044768030609
22001612560500|GFM-1079-014	0.9742370661464604
22001612560501|GFM-1079-013	0.9792215737313928
22001612560502|GFM-1079-001	0.9762950171183212
22001612560503|GFM-1079-019	0.9859474998241087
22001612560504|GFM-1079-020	0.9665685618045853
22001612560506|GFM-1079-008	0.9790222364588574
22001612560511|GFM-1079-003	0.9847055908044411
22001612560512|GFM-1079-015	0.9343572881969983
22001612560514|GFM-1079-001	0.9871409565192898
22001612560515|GFM-1079-001	0.9728224585140818
22001612560516|GFM-1079-008	0.9640805152374812
22001612560517|GFM-1079-004	0.9889722285793634
22001612560518|GFM-1079-005	0.9580667179561168
22001612560521|GFM-1079-001	0.9525581818127303
22001612560524|GFM-1079-007	0.9839454463679447
22001612560525|GFM-1079-004	0.9821352317370884
22001612560526|GFM-1079-005	0.9773227730414569
22001612560527|GFM-1079-001	0.9833438876995904
22001612560529|GFM-1079-012	0.9660797354735279
22001612560530|GFM-1079-012	0.9816338156835551
22001612560531|GFM-1079-004	0.9742667936552848
22001612560532|GFM-1079-012	0.9846864612430479
22001612560533|GFM-1079-001	0.9838979633029721
22001612560536|GFM-1079-015	0.9725335872253599
22001612560538|GFM-1079-011	0.9784318828565307
22001612560539|GFM-1079-011	0.9675126099198205
22001612560540|GFM-1079-006	0.9761667020703794
22001612560541|GFM-1079-012	0.8894900309768418
